source prefix	source identifier	source name	relation	target prefix	target identifier	target name	type	confidence	source	prediction_type	prediction_source
mondo	mondo:0001375	bladder trigone cancer	skos:exactMatch	icd11	icd11:726662747	Malignant neoplasm of trigone of bladder	semapv:SemanticSimilarityThresholdMatching	0.76	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0003066	submandibular adenitis	skos:exactMatch	icd11	icd11:727010342	Submandibular lymphadenitis	semapv:SemanticSimilarityThresholdMatching	0.9	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0012203	familial hyperthyroidism due to mutations in TSH receptor	skos:exactMatch	icd11	icd11:727171381	Hereditary hyperthyroidism due to mutations in TSH receptor	semapv:SemanticSimilarityThresholdMatching	0.67	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0021097	intraductal breast papilloma	skos:exactMatch	icd11	icd11:727954962	Intraductal papilloma of breast	semapv:SemanticSimilarityThresholdMatching	0.96	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0003749	esophageal disorder	skos:exactMatch	icd11	icd11:728246300	Certain specified diseases of oesophagus	semapv:SemanticSimilarityThresholdMatching	0.52	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0010933	autosomal recessive nonsyndromic hearing loss 4	skos:exactMatch	icd11	icd11:728419849	Enlarged vestibular aqueduct	semapv:SemanticSimilarityThresholdMatching	0.61	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0023069	enlarged vestibular aqueduct syndrome	skos:exactMatch	icd11	icd11:728419849	Enlarged vestibular aqueduct	semapv:SemanticSimilarityThresholdMatching	0.75	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0004570	intestinal volvulus	skos:exactMatch	icd11	icd11:728568723	Volvulus of large intestine	semapv:SemanticSimilarityThresholdMatching	0.77	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0007871	familial congenital nasolacrimal duct obstruction	skos:exactMatch	icd11	icd11:729476309	Nasolacrimal duct obstruction	semapv:SemanticSimilarityThresholdMatching	0.81	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0003039	nominal aphasia	skos:exactMatch	icd11	icd11:730186299	Anomia	semapv:SemanticSimilarityThresholdMatching	0.58	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0024457	neurodegeneration with brain iron accumulation 2A	skos:exactMatch	icd11	icd11:730637493	Infantile neuroaxonal dystrophy	semapv:SemanticSimilarityThresholdMatching	0.63	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:1030004	Mollaret’s meningitis	skos:exactMatch	icd11	icd11:731112897	Benign recurrent meningitis	semapv:SemanticSimilarityThresholdMatching	0.81	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0017790	gastric adenocarcinoma and proximal polyposis of the stomach	skos:exactMatch	icd11	icd11:731629989	Gastric polyp	semapv:SemanticSimilarityThresholdMatching	0.64	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0008277	stomach polyp	skos:exactMatch	icd11	icd11:731629989	Gastric polyp	semapv:SemanticSimilarityThresholdMatching	0.65	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0100350	neuronopathy, distal hereditary motor, type 5	skos:exactMatch	icd11	icd11:731763322	Distal hereditary motor neuropathy type 5	semapv:SemanticSimilarityThresholdMatching	0.97	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0006698	cholecystolithiasis	skos:exactMatch	icd11	icd11:732034414	Cholecystolithiasis unspecified and without cholecystitis or cholangitis	semapv:SemanticSimilarityThresholdMatching	0.59	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0017149	drug- or toxin-induced pulmonary arterial hypertension	skos:exactMatch	icd11	icd11:733054261	Pulmonary arterial hypertension induced by drugs or toxins	semapv:SemanticSimilarityThresholdMatching	0.71	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0011283	mitochondrial DNA depletion syndrome 1	skos:exactMatch	icd11	icd11:733688721	Myoneurogastrointestinal encephalopathy syndrome	semapv:SemanticSimilarityThresholdMatching	0.72	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0001196	psychologic dyspareunia	skos:exactMatch	icd11	icd11:73410310	Sexual pain disorders	semapv:SemanticSimilarityThresholdMatching	0.56	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0001860	folic acid deficiency anemia	skos:exactMatch	icd11	icd11:734645658	Certain specified folate deficiency anaemias	semapv:SemanticSimilarityThresholdMatching	0.55	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0014875	hyperaldosteronism, familial, type IV	skos:exactMatch	icd11	icd11:734646788	Familial hyperaldosteronism type 2	semapv:SemanticSimilarityThresholdMatching	0.77	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0011576	familial hyperaldosteronism type II	skos:exactMatch	icd11	icd11:734646788	Familial hyperaldosteronism type 2	semapv:SemanticSimilarityThresholdMatching	0.65	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0019982	bilateral multicystic dysplastic kidney	skos:exactMatch	icd11	icd11:734734699	Multicystic renal dysplasia, bilateral	semapv:SemanticSimilarityThresholdMatching	0.66	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0027676	congenital anomalies of kidney and urinary tract 2	skos:exactMatch	icd11	icd11:734734699	Multicystic renal dysplasia, bilateral	semapv:SemanticSimilarityThresholdMatching	0.55	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0003627	rheumatic pulmonary valve disease	skos:exactMatch	icd11	icd11:73523461	Rheumatic pulmonary valve insufficiency	semapv:SemanticSimilarityThresholdMatching	0.7	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0021518	benign neoplasm of hard palate	skos:exactMatch	icd11	icd11:73566306	Benign neoplasm of the hard palate	semapv:SemanticSimilarityThresholdMatching	0.92	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0011965	familial temporal lobe epilepsy 2	skos:exactMatch	icd11	icd11:737749845	Familial temporal lobe epilepsy	semapv:SemanticSimilarityThresholdMatching	0.95	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0005115	temporal lobe epilepsy	skos:exactMatch	icd11	icd11:737749845	Familial temporal lobe epilepsy	semapv:SemanticSimilarityThresholdMatching	0.73	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0006281	lung signet ring cell carcinoma	skos:exactMatch	icd11	icd11:737872831	Signet ring cell carcinoma of lung	semapv:SemanticSimilarityThresholdMatching	0.8	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0005665	Bell's palsy	skos:exactMatch	icd11	icd11:738864118	Other specified facial nerve palsy	semapv:SemanticSimilarityThresholdMatching	0.91	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0006532	cholesteatoma of external ear	skos:exactMatch	icd11	icd11:738909516	Cholesteatoma of external auditory canal	semapv:SemanticSimilarityThresholdMatching	0.88	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0005723	Cryptococcal meningitis	skos:exactMatch	icd11	icd11:738912364	Meningitis due to Cryptococcus neoformans	semapv:SemanticSimilarityThresholdMatching	0.95	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0008003	autosomal dominant progressive external ophthalmoplegia	skos:exactMatch	icd11	icd11:739314501	Progressive external ophthalmoplegia, autosomal dominant	semapv:SemanticSimilarityThresholdMatching	0.87	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0001580	lacrimal duct cancer	skos:exactMatch	icd11	icd11:740238523	Other specified malignant neoplasms of lacrimal drainage system	semapv:SemanticSimilarityThresholdMatching	0.82	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0009486	autosomal recessive Kenny-Caffey syndrome	skos:exactMatch	icd11	icd11:740581484	Kenny-Caffey syndrome, autosomal recessive	semapv:SemanticSimilarityThresholdMatching	0.9	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0002545	spinal cord disorder	skos:exactMatch	icd11	icd11:740682437	Myelopathy	semapv:SemanticSimilarityThresholdMatching	0.55	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0012927	chromosome 1q41-q42 deletion syndrome	skos:exactMatch	icd11	icd11:740947783	1q41q42 deletion	semapv:SemanticSimilarityThresholdMatching	0.81	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0010839	neuronopathy, distal hereditary motor, autosomal dominant 8	skos:exactMatch	icd11	icd11:741190474	Autosomal dominant benign distal spinal muscular atrophy	semapv:SemanticSimilarityThresholdMatching	0.69	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0040923	late latent syphilis	skos:exactMatch	icd11	icd11:74135147	Latent late syphilis	semapv:SemanticSimilarityThresholdMatching	0.89	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0005297	urethritis	skos:exactMatch	icd11	icd11:741364388	Other urethritis	semapv:SemanticSimilarityThresholdMatching	0.77	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0002238	ascending colon cancer	skos:exactMatch	icd11	icd11:74144027	Malignant neoplasm of ascending colon	semapv:SemanticSimilarityThresholdMatching	1.01	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0001242	disseminated intravascular coagulation in newborn	skos:exactMatch	icd11	icd11:742410330	Disseminated intravascular coagulation of fetus or newborn	semapv:SemanticSimilarityThresholdMatching	0.68	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0002829	bartholin gland carcinoma	skos:exactMatch	icd11	icd11:742542169	Adnexal carcinoma of vulva	semapv:SemanticSimilarityThresholdMatching	0.63	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0035736	acquired hemophilia B	skos:exactMatch	icd11	icd11:742554525	Acquired haemophilia B	semapv:SemanticSimilarityThresholdMatching	0.76	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0005787	hepatic tuberculosis	skos:exactMatch	icd11	icd11:742775377	Tuberculosis of liver	semapv:SemanticSimilarityThresholdMatching	0.88	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0019931	Leydig cell hypoplasia due to partial LH resistance	skos:exactMatch	icd11	icd11:74297048	LH resistance due to partial LH receptor inactivation	semapv:SemanticSimilarityThresholdMatching	0.59	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0015813	primary cutaneous marginal zone B-cell lymphoma	skos:exactMatch	icd11	icd11:745285555	Extranodal marginal zone B-cell lymphoma, primary site skin	semapv:SemanticSimilarityThresholdMatching	0.68	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0010162	tyrosinemia type III	skos:exactMatch	icd11	icd11:745316952	Tyrosinaemia type 3	semapv:SemanticSimilarityThresholdMatching	0.92	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0021758	acquired agranulocytosis	skos:exactMatch	icd11	icd11:745700723	Agranulocytic angina	semapv:SemanticSimilarityThresholdMatching	0.61	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0011101	peroxisome biogenesis disorder 1B	skos:exactMatch	icd11	icd11:745921582	Infantile Refsum disease	semapv:SemanticSimilarityThresholdMatching	0.67	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0019794	autosomal dominant cerebellar ataxia type IV	skos:exactMatch	icd11	icd11:745970501	Autosomal dominant cerebellar ataxia type 4	semapv:SemanticSimilarityThresholdMatching	0.92	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0010390	ocular albinism with late-onset sensorineural deafness	skos:exactMatch	icd11	icd11:746470881	Ocular albinism - late-onset sensorineural deafness	semapv:SemanticSimilarityThresholdMatching	0.72	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0007205	diaphyseal medullary stenosis-bone malignancy syndrome	skos:exactMatch	icd11	icd11:747928135	Diaphyseal medullary stenosis - bone malignancy	semapv:SemanticSimilarityThresholdMatching	0.59	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0006794	hypersensitivity vasculitis	skos:exactMatch	icd11	icd11:748282847	Leukocytoclastic vasculitis	semapv:SemanticSimilarityThresholdMatching	0.8	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0005198	vulvar intraepithelial neoplasia	skos:exactMatch	icd11	icd11:748678746	Low grade squamous intraepithelial lesion of vulva	semapv:SemanticSimilarityThresholdMatching	0.81	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0005990	tracheitis	skos:exactMatch	icd11	icd11:749533575	Chronic tracheitis	semapv:SemanticSimilarityThresholdMatching	0.64	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0002972	posterior mediastinum cancer	skos:exactMatch	icd11	icd11:749638216	Other specified malignant neoplasms of posterior mediastinum	semapv:SemanticSimilarityThresholdMatching	0.88	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0000384	bladder benign neoplasm	skos:exactMatch	icd11	icd11:750827946	Benign neoplasm of bladder	semapv:SemanticSimilarityThresholdMatching	1.03	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0043230	ciguatera fish poisoning	skos:exactMatch	icd11	icd11:750896430	Exposure to or harmful effects of undetermined intent of ciguatera fish poisoning	semapv:SemanticSimilarityThresholdMatching	0.75	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0005321	Fuchs' endothelial dystrophy	skos:exactMatch	icd11	icd11:751091713	Fuchs endothelial corneal dystrophy	semapv:SemanticSimilarityThresholdMatching	0.85	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0021148	female reproductive system neoplasm	skos:exactMatch	icd11	icd11:751805133	Malignant neoplasms of female genital organs	semapv:SemanticSimilarityThresholdMatching	0.61	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0002352	larynx cancer	skos:exactMatch	icd11	icd11:75194057	Malignant neoplasms of larynx	semapv:SemanticSimilarityThresholdMatching	0.7	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0002358	laryngeal carcinoma	skos:exactMatch	icd11	icd11:75194057	Malignant neoplasms of larynx	semapv:SemanticSimilarityThresholdMatching	0.77	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0000482	focal hand dystonia	skos:exactMatch	icd11	icd11:752185530	Sporadic adult-onset writing dystonia	semapv:SemanticSimilarityThresholdMatching	0.75	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0016841	20p12.3 microdeletion syndrome	skos:exactMatch	icd11	icd11:752423645	20p12.2 deletion	semapv:SemanticSimilarityThresholdMatching	0.64	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0001229	small intestine diverticulitis	skos:exactMatch	icd11	icd11:752440271	Diverticulosis of small intestine with haemorrhage	semapv:SemanticSimilarityThresholdMatching	0.68	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0010570	craniofrontonasal syndrome	skos:exactMatch	icd11	icd11:7530653	Craniofrontonasal dysplasia	semapv:SemanticSimilarityThresholdMatching	0.81	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0009247	frontofacionasal dysplasia	skos:exactMatch	icd11	icd11:7530653	Craniofrontonasal dysplasia	semapv:SemanticSimilarityThresholdMatching	0.62	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0800310	pregnancy loss, recurrent, 4	skos:exactMatch	icd11	icd11:753990808	Recurrent pregnancy loss	semapv:SemanticSimilarityThresholdMatching	0.66	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0013727	pregnancy loss, recurrent, susceptibility to, 1	skos:exactMatch	icd11	icd11:753990808	Recurrent pregnancy loss	semapv:SemanticSimilarityThresholdMatching	0.65	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0000890	Zika virus congenital syndrome	skos:exactMatch	icd11	icd11:755611612	Congenital Zika virus infection	semapv:SemanticSimilarityThresholdMatching	0.87	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0012124	sudden infant death-dysgenesis of the testes syndrome	skos:exactMatch	icd11	icd11:755618559	Sudden infant death - dysgenesis of the testes	semapv:SemanticSimilarityThresholdMatching	0.85	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0001329	accommodative spasm	skos:exactMatch	icd11	icd11:755865578	Spasm of accommodation	semapv:SemanticSimilarityThresholdMatching	0.98	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0024382	circadian rhythm sleep disorder, shift work type	skos:exactMatch	icd11	icd11:756278911	Circadian rhythm sleep-wake disorder, shift work type	semapv:SemanticSimilarityThresholdMatching	0.8	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0021083	congenital fibrosis of extraocular muscles type 1	skos:exactMatch	icd11	icd11:75702703	Congenital fibrosis of extraocular muscles 1B	semapv:SemanticSimilarityThresholdMatching	0.77	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0006537	conjunctival pigmentation	skos:exactMatch	icd11	icd11:757118539	Conjunctival pigmentations	semapv:SemanticSimilarityThresholdMatching	0.86	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0000650	peritoneal benign neoplasm	skos:exactMatch	icd11	icd11:758908914	Benign neoplasm of peritoneum	semapv:SemanticSimilarityThresholdMatching	0.92	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0015610	acquired aplastic anemia	skos:exactMatch	icd11	icd11:759747321	Acquired aplastic anaemias	semapv:SemanticSimilarityThresholdMatching	0.85	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0020641	respiratory tract neoplasm	skos:exactMatch	icd11	icd11:760239795	Neoplasms of the respiratory system	semapv:SemanticSimilarityThresholdMatching	0.94	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0005790	hepatitis A virus infection	skos:exactMatch	icd11	icd11:760322910	Infectious liver disease	semapv:SemanticSimilarityThresholdMatching	0.67	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0012733	autosomal recessive bestrophinopathy	skos:exactMatch	icd11	icd11:760377585	Retinopathy, Burgess-Black type	semapv:SemanticSimilarityThresholdMatching	0.64	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0012638	microphthalmia-brain atrophy syndrome	skos:exactMatch	icd11	icd11:760450260	Microphthalmia - brain atrophy	semapv:SemanticSimilarityThresholdMatching	0.84	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0043537	cluster headache syndrome	skos:exactMatch	icd11	icd11:760621151	Cluster headache	semapv:SemanticSimilarityThresholdMatching	0.71	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0004682	retromolar area cancer	skos:exactMatch	icd11	icd11:76069495	Malignant neoplasms of other or unspecified parts of mouth	semapv:SemanticSimilarityThresholdMatching	0.53	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0005515	oral cavity cancer	skos:exactMatch	icd11	icd11:76069495	Malignant neoplasms of other or unspecified parts of mouth	semapv:SemanticSimilarityThresholdMatching	0.66	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0004645	cheek mucosa cancer	skos:exactMatch	icd11	icd11:76069495	Malignant neoplasms of other or unspecified parts of mouth	semapv:SemanticSimilarityThresholdMatching	0.55	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0006155	colon neuroendocrine tumor G1	skos:exactMatch	icd11	icd11:760720154	Neuroendocrine tumour, G1 of colon	semapv:SemanticSimilarityThresholdMatching	0.76	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0013044	atypical hemolytic-uremic syndrome with thrombomodulin anomaly	skos:exactMatch	icd11	icd11:760759784	Atypical haemolytic uraemic syndrome with thrombomodulin anomaly	semapv:SemanticSimilarityThresholdMatching	0.72	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0006337	ovarian endometriosis	skos:exactMatch	icd11	icd11:761483266	Superficial ovarian endometriosis	semapv:SemanticSimilarityThresholdMatching	0.8	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0000893	mixed mucinous and nonmucinous bronchioloalveolar adenocarcinoma	skos:exactMatch	icd11	icd11:761816892	Mixed mucinous or non-mucinous bronchiolo-alveolar carcinoma of lung	semapv:SemanticSimilarityThresholdMatching	0.64	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0008799	anophthalmia/microphthalmia-esophageal atresia syndrome	skos:exactMatch	icd11	icd11:762352633	Anophthalmia or microphthalmia - oesophageal atresia	semapv:SemanticSimilarityThresholdMatching	0.55	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:1040011	vertebral artery dissection	skos:exactMatch	icd11	icd11:763065860	Vertebral artery aneurysm	semapv:SemanticSimilarityThresholdMatching	0.54	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0001803	myringitis bullosa hemorrhagica	skos:exactMatch	icd11	icd11:763463736	Myringitis bullosa haemorrhagica	semapv:SemanticSimilarityThresholdMatching	0.65	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0013393	distal 7q11.23 microdeletion syndrome	skos:exactMatch	icd11	icd11:7636500	Distal 7q11.23 deletion	semapv:SemanticSimilarityThresholdMatching	0.84	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0016832	distal 7q11.23 microduplication syndrome	skos:exactMatch	icd11	icd11:7636500	Distal 7q11.23 deletion	semapv:SemanticSimilarityThresholdMatching	0.61	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0003543	trigeminal nerve disorder	skos:exactMatch	icd11	icd11:76391627	Disorders of trigeminal nerve	semapv:SemanticSimilarityThresholdMatching	0.83	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0004235	diverticulitis	skos:exactMatch	icd11	icd11:763951483	Diverticulitis of unspecified part of intestine	semapv:SemanticSimilarityThresholdMatching	0.64	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0005371	mood disorder	skos:exactMatch	icd11	icd11:76398729	Mood disorders	semapv:SemanticSimilarityThresholdMatching	0.83	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0006303	middle ear squamous cell carcinoma	skos:exactMatch	icd11	icd11:766294541	Squamous cell carcinoma of middle ear	semapv:SemanticSimilarityThresholdMatching	0.77	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0003117	somatoform disorder	skos:exactMatch	icd11	icd11:767044268	Bodily distress disorder	semapv:SemanticSimilarityThresholdMatching	0.57	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0001830	somatization disorder	skos:exactMatch	icd11	icd11:767044268	Bodily distress disorder	semapv:SemanticSimilarityThresholdMatching	0.79	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0007202	blepharoptosis-myopia-ectopia lentis syndrome	skos:exactMatch	icd11	icd11:767500518	Blepharoptosis - myopia - ectopia lentis	semapv:SemanticSimilarityThresholdMatching	0.68	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0006380	pleural sarcomatoid mesothelioma	skos:exactMatch	icd11	icd11:768737749	Sarcomatoid malignant mesothelioma of pleura	semapv:SemanticSimilarityThresholdMatching	0.69	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0006407	sarcomatoid mesothelioma	skos:exactMatch	icd11	icd11:768737749	Sarcomatoid malignant mesothelioma of pleura	semapv:SemanticSimilarityThresholdMatching	0.54	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0004635	postcricoid region cancer	skos:exactMatch	icd11	icd11:769046524	Other specified malignant neoplasms of postcricoid region	semapv:SemanticSimilarityThresholdMatching	0.71	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0002330	alcoholic psychosis	skos:exactMatch	icd11	icd11:769299330	Alcohol-induced psychotic disorder	semapv:SemanticSimilarityThresholdMatching	0.78	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0010844	epiphyseal dysplasia, multiple, 2	skos:exactMatch	icd11	icd11:769495215	Multiple epiphyseal dysplasia type 2	semapv:SemanticSimilarityThresholdMatching	0.94	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0008861	3-methylcrotonyl-CoA carboxylase 1 deficiency	skos:exactMatch	icd11	icd11:769681951	3-methylcrotonylglycinuria	semapv:SemanticSimilarityThresholdMatching	0.77	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0018950	3-methylcrotonyl-CoA carboxylase deficiency	skos:exactMatch	icd11	icd11:769681951	3-methylcrotonylglycinuria	semapv:SemanticSimilarityThresholdMatching	0.74	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0008093	nevus, epidermal	skos:exactMatch	icd11	icd11:770101039	Epidermal naevus	semapv:SemanticSimilarityThresholdMatching	0.78	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0008491	stiff-person syndrome	skos:exactMatch	icd11	icd11:771780430	Stiff person syndrome	semapv:SemanticSimilarityThresholdMatching	0.81	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0002271	colon adenocarcinoma	skos:exactMatch	icd11	icd11:773139368	Adenocarcinoma of colon	semapv:SemanticSimilarityThresholdMatching	0.85	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0024331	colorectal carcinoma	skos:exactMatch	icd11	icd11:773139368	Adenocarcinoma of colon	semapv:SemanticSimilarityThresholdMatching	0.59	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0008100	nipples inverted	skos:exactMatch	icd11	icd11:773268013	Nipple inversion	semapv:SemanticSimilarityThresholdMatching	0.55	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0004641	skin carcinoma in situ	skos:exactMatch	icd11	icd11:773281372	Carcinoma in situ of skin	semapv:SemanticSimilarityThresholdMatching	0.84	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0015688	myeloid/lymphoid neoplasms associated with eosinophilia and abnormality of PDGFRA, PDGFRB, FGFR1 or JAK2	skos:exactMatch	icd11	icd11:773550674	Myeloid and lymphoid neoplasms with eosinophilia and abnormalities of PDGFRA, PDGFRB or FGFR1	semapv:SemanticSimilarityThresholdMatching	0.91	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0002425	rectosigmoid junction cancer	skos:exactMatch	icd11	icd11:774170412	Malignant neoplasms of rectosigmoid junction	semapv:SemanticSimilarityThresholdMatching	0.98	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0044783	solid papillary breast carcinoma	skos:exactMatch	icd11	icd11:774508930	Solid papillary carcinoma in situ of breast	semapv:SemanticSimilarityThresholdMatching	0.7	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
